"study_id","study_short","evidence_layer","evidence_unit","unit_id","unit_label","functional_class","compartment","module_family","donor_class","donor_label","host_score","symbiont_score","other_score","dominance_margin","alpha_localization","source_table","source_sheet","row_ref","extractability","priority_tier","notes"
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Arthrobacter_arilaitensis_Re117","Actinobacteria_Arthrobacter_arilaitensis_Re117","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","24","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Arthrobacter_arilaitensis_Re117","direct","A","Observed sister-group frequency=24.000000; randomized expectation=31.550000; delta=-7.550000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Arthrobacter_aurescens_TC1","Actinobacteria_Arthrobacter_aurescens_TC1","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","23","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Arthrobacter_aurescens_TC1","direct","A","Observed sister-group frequency=23.000000; randomized expectation=33.340000; delta=-10.340000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Arthrobacter_chlorophenolicus_A6","Actinobacteria_Arthrobacter_chlorophenolicus_A6","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","33","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Arthrobacter_chlorophenolicus_A6","direct","A","Observed sister-group frequency=33.000000; randomized expectation=37.980000; delta=-4.980000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Arthrobacter_phenanthrenivorans_Sphe3","Actinobacteria_Arthrobacter_phenanthrenivorans_Sphe3","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","27","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Arthrobacter_phenanthrenivorans_Sphe3","direct","A","Observed sister-group frequency=27.000000; randomized expectation=36.140000; delta=-9.140000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Arthrobacter_sp_FB24","Actinobacteria_Arthrobacter_sp_FB24","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","35","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Arthrobacter_sp_FB24","direct","A","Observed sister-group frequency=35.000000; randomized expectation=41.150000; delta=-6.150000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Atopobium_parvulum_DSM_20469","Actinobacteria_Atopobium_parvulum_DSM_20469","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","10","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Atopobium_parvulum_DSM_20469","direct","A","Observed sister-group frequency=10.000000; randomized expectation=16.770000; delta=-6.770000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Beutenbergia_cavernae_DSM_12333","Actinobacteria_Beutenbergia_cavernae_DSM_12333","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","29","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Beutenbergia_cavernae_DSM_12333","direct","A","Observed sister-group frequency=29.000000; randomized expectation=32.050000; delta=-3.050000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Bifidobacterium_adolescentis_ATCC_15703","Actinobacteria_Bifidobacterium_adolescentis_ATCC_15703","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","18","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Bifidobacterium_adolescentis_ATCC_15703","direct","A","Observed sister-group frequency=18.000000; randomized expectation=20.710000; delta=-2.710000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Bifidobacterium_animalis","Actinobacteria_Bifidobacterium_animalis","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","21","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Bifidobacterium_animalis","direct","A","Observed sister-group frequency=21.000000; randomized expectation=21.250000; delta=-0.250000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Bifidobacterium_bifidum","Actinobacteria_Bifidobacterium_bifidum","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","17","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Bifidobacterium_bifidum","direct","A","Observed sister-group frequency=17.000000; randomized expectation=22.010000; delta=-5.010000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Bifidobacterium_breve_ACS-071-V-Sch8b","Actinobacteria_Bifidobacterium_breve_ACS-071-V-Sch8b","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","17","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Bifidobacterium_breve_ACS-071-V-Sch8b","direct","A","Observed sister-group frequency=17.000000; randomized expectation=21.680000; delta=-4.680000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Bifidobacterium_dentium_Bd1","Actinobacteria_Bifidobacterium_dentium_Bd1","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","21","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Bifidobacterium_dentium_Bd1","direct","A","Observed sister-group frequency=21.000000; randomized expectation=23.030000; delta=-2.030000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Bifidobacterium_longum","Actinobacteria_Bifidobacterium_longum","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","25","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Bifidobacterium_longum","direct","A","Observed sister-group frequency=25.000000; randomized expectation=27.730000; delta=-2.730000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Blastococcus_saxobsidens_DD2","Actinobacteria_Blastococcus_saxobsidens_DD2","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","29","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Blastococcus_saxobsidens_DD2","direct","A","Observed sister-group frequency=29.000000; randomized expectation=31.890000; delta=-2.890000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Brachybacterium_faecium_DSM_4810","Actinobacteria_Brachybacterium_faecium_DSM_4810","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","31","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Brachybacterium_faecium_DSM_4810","direct","A","Observed sister-group frequency=31.000000; randomized expectation=31.960000; delta=-0.960000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Catenulispora_acidiphila_DSM_44928","Actinobacteria_Catenulispora_acidiphila_DSM_44928","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","45","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Catenulispora_acidiphila_DSM_44928","direct","A","Observed sister-group frequency=45.000000; randomized expectation=55.480000; delta=-10.480000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Cellulomonas_fimi_ATCC_484","Actinobacteria_Cellulomonas_fimi_ATCC_484","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","24","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Cellulomonas_fimi_ATCC_484","direct","A","Observed sister-group frequency=24.000000; randomized expectation=31.270000; delta=-7.270000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Cellulomonas_flavigena_DSM_20109","Actinobacteria_Cellulomonas_flavigena_DSM_20109","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","27","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Cellulomonas_flavigena_DSM_20109","direct","A","Observed sister-group frequency=27.000000; randomized expectation=32.060000; delta=-5.060000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Cellvibrio_gilvus_ATCC_13127","Actinobacteria_Cellvibrio_gilvus_ATCC_13127","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","21","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Cellvibrio_gilvus_ATCC_13127","direct","A","Observed sister-group frequency=21.000000; randomized expectation=27.500000; delta=-6.500000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Clavibacter_michiganensis","Actinobacteria_Clavibacter_michiganensis","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","25","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Clavibacter_michiganensis","direct","A","Observed sister-group frequency=25.000000; randomized expectation=30.240000; delta=-5.240000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
